db_id,english,hinglish_light,hinglish_natural,hinglish_hindi_heavy,sql
driving_school,What is the nickname of staff with first name as Janessa and last name as Sawayn?,What is the nickname of staff with first name as Janessa aur last name as Sawayn?,Janessa ka first name aur Sawayn last name ka staff ki kya nickname hai?,kya Janessa first name aur Sawayn last name ka staff ko nickname hai?,"SELECT nickname FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";"
hr_1,What are the employee ids for employees who have held two or more jobs?,What are the employee ids of employees jo do ya meri nishchay jobs le liye hain?,Employee ids kya hain jo employee ne do ya meri nishchay jobs kaam kiya hain?,Kyun koi employee ke liye employee ids pata karne hai jo do ya meri nishchay jobs le chalaye hain?,SELECT employee_id FROM job_history GROUP BY employee_id HAVING COUNT(*)  >= 2
college_1,What is the average gpa of the students enrolled in the course with code ACCT-211?,What is the average GPA of the students enrolled in the कोर्स with code ACCT-211?,Course में रजिस्टर हुए छात्रों का ACCT-211 कोड वाले औसत GPA क्या है?,कोर्स में रजिस्टर हुए छात्रों का ACCT-211 कोड वा�,SELECT avg(T2.stu_gpa) FROM enroll AS T1 JOIN student AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T1.class_code  =  T3.class_code WHERE T3.crs_code  =  'ACCT-211
farm,What are the maximum and minimum number of cows across all farms.,What are the maximum aur minimum number of cows across all farms?,Maximum aur minimum number of cows kya hain sabhi goshthiyon ke baad?,Kya sabhi goshthiyon mein kitne aur kitne goshaan hain maximum aur minimum?,"SELECT max(Cows) ,  min(Cows) FROM farm"
world_1,What are the names of the countries that are in the continent of Europe and have a population of 80000?,What are the names of the countries in Europe jaise ki 80000 se zyada zabaan ka?,"Europe mein jo 80000 se zyada nasheman ka tarah kaun kaun si desao hain, unki naam kya hain?","Europe mein jo 80000 se zyada nasheman ka desao hain, unki names kya hain?","SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000"
dog_kennels,"Which professionals live in a city containing the substring 'West'? List his or her role, street, city and state.",Which professionals live in a city containing 'West'?,"West ke contain mein living kisne professional kaam karta hai? Unka role, street, city aur state nahi lene do.","Jo 'West' ke contain mein raste mein living hain unki professional role, street, city aur state nahi dene ki please.","SELECT role_code ,  street ,  city ,  state FROM professionals WHERE city LIKE '%West%"
epinions_1,Find the names of items whose rank is higher than 3 and whose average rating is above 5.,Find the names of items jaise ki uske rank 3 se zyada hai aur average rating 5 se jyada hai,3 se zyada rank ka aur average rating 5 se jyada hua item ka name pta chalao,3 se zyada rank ka aur average rating 5 se jyada hua item ka name pta karo jaane ke liye find the names of those items,SELECT T1.title FROM item AS T1 JOIN review AS T2 ON T1.i_id  =  T2.i_id WHERE T2.rank  >  3 INTERSECT SELECT T1.title FROM item AS T1 JOIN review AS T2 ON T1.i_id  =  T2.i_id GROUP BY T2.i_id HAVING avg(T2.rating)  >  5
products_for_hire,"What are the maximum, minimum, and average booked count for the products booked?","What are the maximum, minimum, aur average booked count for the products booked?","Maximum, minimum aur average booked count kya hain products ki?","Kya maximum, minimum aur average booked count hain for the products booked?","SELECT max(booked_count) ,  min(booked_count) ,  avg(booked_count) FROM products_booked"
flight_1,What is the salary and name of the employee who has the most number of certificates on aircrafts with distance more than 5000?,What is the salary aur naam wahaan jo aircraft par 5000 se zyada distance ka certificate banaya hai?,"Salary aur naam wohi employee ki jo 5000 se zyada distance ka aircraft par sabse zyada certificate hai, kya hai?","kyunki salary aur name woh employee ke jo 5000 se zyada distance ka aircraft par sabse zyada certificate banaye, kya hai?",SELECT T1.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid  =  T2.eid JOIN Aircraft AS T3 ON T3.aid  =  T2.aid WHERE T3.distance  >  5000 GROUP BY T1.eid ORDER BY count(*) DESC LIMIT 1
activity_1,What are the first names of the professors who do not play Canoeing or Kayaking as activities?,What are the first names of the professors jo nahi kanooing ya kayaking karte hain?,Kya vah prof ki first names ho jo nahi kanooing ya kayaking karti hain?,Kyi vah prof ki first names hy jinhe nahi kanooing ya kayaking karti hain?,SELECT lname FROM faculty WHERE rank  =  'Professor' EXCEPT SELECT DISTINCT T1.lname FROM Faculty AS T1 JOIN Faculty_participates_in AS T2 ON T1.facID  =  T2.facID JOIN activity AS T3 ON T2.actid  =  T2.actid WHERE T3.activity_name  =  'Canoeing' OR T3.activity_name  =  'Kayaking
college_3,What are the full names of the 3 instructors who teach the most courses?,What are the full names of the 3 instructors who teach the most courses?,3 शिक्षकों के पूरे नाम क्या हैं जो सबसे अधिक कोर्स देते हैं?,kya 3 instructors ki full names hain jo most courses teach karte hain?,"SELECT T2.Fname ,  T2.Lname FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID GROUP BY T1.Instructor ORDER BY count(*) DESC LIMIT 3"
poker_player,What are the names of people who are not from Russia?,What are the names of peeps who arehn't from Russia?,Kya un logon ka naam hai jo Russia se nahi aaye hain?,Kyi kisne kiye jaye names ye ki unke log nahi Russia se aaye hain?,"SELECT Name FROM people WHERE Nationality != ""Russia"
county_public_safety,What are the names of cities in ascending alphabetical order?,What are the names of cities in ascending alphabetical order?,Cities ki names ascending alphabetical order mein kya hain?,Kya cities ki names ascending alphabetical order mein hi hain?,SELECT Name FROM city ORDER BY Name ASC
music_1,What countries are the female artists who sung in the language Bangla from?,What countries are the female artists who sung in the language Bangla from?,Female artists ke liye jo Bangla mein sung ki the unki kya desh se hain?,kyunki female artists jo Bangla mein sung ki the unki kya desh se hain?,"SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla"
club_1,"Where is the club ""Hopkins Student Enterprises"" located?",Where is the club Hopkins Student Enterprises located?,Hopkins Student Enterprises ka clb kahan hai?,Hopkins Student Enterprises ka clb kahaan hai?,"SELECT clublocation FROM club WHERE clubname  =  ""Hopkins Student Enterprises"
student_1,What are the first name and last name of all the teachers?,What are the first name aur last name of all the teachers?,Sab teachers ki first name aur last name kya hain?,Kya sab teachers ki first name aur last name hain?,"SELECT DISTINCT firstname ,  lastname FROM teachers"
e_learning,"Which course author teaches the ""advanced database"" course? Give me his or her login name.",Which course author teaches the advanced database course? Give me his or her login name.,Kisi advanced database ka course kyun teeskar author teach karta hai? Mujhe uska ya unki login name de.,kis ke advanced database course teach hoga author? mujhe uske ya unki login name dene do.,"SELECT T1.login_name FROM Course_Authors_and_Tutors AS T1 JOIN Courses AS T2 ON T1.author_id  =  T2.author_id WHERE T2.course_name  =  ""advanced database"
flight_2,Which city is the most frequent source airport?,Which city is the most frequent source airport?,Aur kya city jo bhi rahi ki sahi gate aati hai?,Aur kya city jo bhi rahi ki sahi gate aati hai?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
customers_and_invoices,How many invoices correspond to each order id?,How many invoices milti invoice ko correspond karte hain?,Kitne invoices har order id ke correspond karte hain?,Kitne invoices milti order id ke correspond karti hain?,"SELECT order_id ,  count(*) FROM Invoices GROUP BY order_id"
customers_and_addresses,"Return the the ""active to date"" of the latest contact channel used by the customer named ""Tillman Ernser"".",active to date dikhavāo,active to date dikhavāo latest customer contact channel ka,active to date dikhavāo latest contact channel ka active to date dikhavāo customer Tillman Ernser ka,"SELECT max(t2.active_to_date) FROM customers AS t1 JOIN customer_contact_channels AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.customer_name  =  ""Tillman Ernser"
body_builder,List the names and origins of people who are not body builders.,List the names and origins of peeps who are not body builders,List the names aur origins of people who are not body builders,List the names aur origins of peeps who r nai body builders,"SELECT Name ,  birth_place FROM people EXCEPT SELECT T1.Name ,  T1.birth_place FROM people AS T1 JOIN body_builder AS T2 ON T1.people_id  =  T2.people_id"
store_1,How many customers does Steve Johnson support?,How many customers support steve johnson?,Steve Johnson ne kitne customers support karta hai?,kitne customers steve johnson ne support kiya hai?,"SELECT count(*) FROM employees AS T1 JOIN customers AS T2 ON T2.support_rep_id = T1.id WHERE T1.first_name = ""Steve"" AND T1.last_name = ""Johnson"";"
tvshow,"When did the episode ""A Love of a Lifetime"" air?",When did the episode 'A Love of a Lifetime' air?,A Love of a Lifetime ka episode kyun ni aaya tha?,A Love of a Lifetime ka episode kyun nii aaya tha?,"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";"
company_office,Which industry has the most companies?,Which industry mein sabse zyada companies hain?,Kya kisi industry mein companies kitne bhi zyada hain?,Kya kisi industry mein companies kitne bhi bade hain?,SELECT Industry FROM Companies GROUP BY Industry ORDER BY COUNT(*) DESC LIMIT 1
flight_4,"What is the name, city, and country of the airport with the highest elevation?","What is the name, city, aur country of the airport with the highest elevation?","Name, city, aur country of the airport with the highest elevation hai kya?","Kya jo airport ek saath auriye ki height se jyada hai, wo kaunsa hai, uski city kya hai, aur woh country kya hai?","SELECT name ,  city ,  country FROM airports ORDER BY elevation DESC LIMIT 1"
college_1,"Find the name of department that offers the class whose description has the word ""Statistics"".",Find the name of department jo offers the class jiske deshription mein Statistics hai,Dekho kisi department ka naam jo offer karta hai uss class jisme Statistics hai,Dekho kisi department ka naam jo offers the class jiske deshription mein Statistics hai,SELECT T2.dept_name FROM course AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE T1.crs_description LIKE '%Statistics%
music_2,What are all the instruments used?,What are sab musical instruments ka use karte hain?,Kya sabhi musical instruments kya hain jo use hoti hain?,Kyun sabhi musical instruments ka use karte hain?,SELECT DISTINCT instrument FROM Instruments
soccer_1,"Of all players with an overall rating greater than 80, how many are right-footed and left-footed?","Of all players jaise ki overall rating 80 se zyada hain, unme se kitne right-footed aur left-footed hain?","Jaise ki ek baar dekho, jisme overall rating 80 se zyada hain, unme se kitne players right-footed aur kitne left-footed hain?","Of all players jaise ki overall rating 80 se zyada hain, unme se kitne players right-footed aur left-footed hain?","SELECT preferred_foot ,  count(*) FROM Player_Attributes WHERE overall_rating  >  80 GROUP BY preferred_foot"
